	first	answer	prediction	bert	bleu
116	第六十一条　　１　条約の締結に必要な国会の承認につい	ては、前条第二項の規定を準用する。	て，は，、，内，閣，が，、，決，議，を，行，ふ，と，共，に，国，会，に，報，告，し，、，国，会，の，議，決，を，得，る，も，の，と，す，る，。	0.5052191615104675	0.7962770907450394
117	第六十二条　　１　両議院は、各々国政に関する調査を行ひ、これに関して、証	人の出頭及び証言並びに記録の提出を要求することができる。	人，喚，問，を，行，う，権，利，を，有，す，る，。	0.5627878904342651	1.9822566267103439
118	第六十三条　　１　内閣総理大臣その他の国務大臣は、両議院の一に議席を有すると有しないとに	かかはらず、何時でも議案について発言するため議院に出席することができる。	よ，ら，ず，、，閣，議，決，定，の後，、，内，閣，総，理，大，臣，が，、，衆，議，院，に，提，出，し，な，さ，い，、，そ，の，他，の，国，務，大，臣，は，、，衆，議，院，の，賛，成，を，得，て，任，命，さ，れ，る，。	0.4871576130390167	0.5195976099374405
119	第六十三条　　１　又、答弁又は説明のため出席を求めら	れたときは、出席しなければならない。	れ，る，場，合，に，お，い，て，は，、，天，皇，は，、，必，要，に，応，じ，て，、，出，席，し，、，答，弁，又，は，説，明，を，行，う，こ，と，が，で，き，る，。	0.49082082509994507	0.6650791493239334
120	第六十四条　　１　国会は、罷免の訴追を受けた裁判官を裁判するた	め、両議院の議員で組織する弾劾裁判所を設ける。	め，に，、，特，別，な，法，廷，を，組，織，し，、，そ，の，裁，判，を，行，う，こ，と，が，で，き，る，。	0.5095058679580688	1.0747017861729933
121	第六十四条　　２　弾劾に関する事項は、	法律でこれを定める。	国，会，の，議，決，に，よ，る，と，こ，ろ，に，よ，る，。	0.5115768909454346	1.286713095960916
122	第六十五条　　１　行政権は、内	閣に属する。	閣，に，属，す，る，。	0.6066776514053345	4.9323515694897075
123	第六十六条　　１　内閣は、法律の定めるところにより、その首長たる内	閣総理大臣及びその他の国務大臣でこれを組織する。	閣，総，理，大，臣，が，、，国，へ，の，誠，実，な，責，任，を，負，ふ，と，共，に，、，行，政，上，の，自，由，を，有，す，る，。	0.48563575744628906	0.7875236627912929
124	第六十六条　　２　内閣総理大臣その他の国務大臣	は、文民でなければならない。	は，、，天，皇，	0.6862094402313232	5.795599612995366
125	第六十六条　　３　内閣は、行政権の行使について、	国会に対し連帯して責任を負ふ。	憲法，及，び，法，律，の定，め，る，範，囲，内，で，行，う，と，こ，ろ，を，有，す，る，。	0.5082215666770935	0.9896324688555468
126	第六十七条　　１　内閣総理大臣は、国会議員の中か	ら国会の議決で、これを指名する。	ら，、，国，会，の，議，決，に，よ，り，、，内，閣，総，理，大，臣，を，任，命，す，る，。	0.572202205657959	1.2157709822493183
127	第六十七条　　１　この指名は、他のすべての案	件に先だつて、これを行ふ。	の，投，票，の結，果，を，確，認，し，た，後，に，行，な，わ，れ，な，け，れ，ば，な，ら，な，い，。	0.5107640624046326	0.959641509636166
128	第六十七条　　２　衆議院と参議院とが異なつた指名の議決をした場合に、法律の定めるところにより、両議院の協議会を開いても意見が一致しないとき、又は衆	議院が指名の議決をした後、国会休会中の期間を除いて十日以内に、参議院が、指名の議決をしないときは、衆議院の議決を国会の議決とする。	議院，の，指名，を，拒，否，し，た，場合，に，は，、，衆，議，院，の指，名，が，行，為，と，な，る，。	0.5818940997123718	1.4711591431728284
129	第六十八条　　１　内閣総理大臣は、国	務大臣を任命する。	務，大，臣，を，任，命，し，、，解，任，す，る，権，能，を，有，す，る，。	0.524856686592102	1.3113617852675474
130	第六十八条　　１　但し、その過半数は、国会議員の	中から選ばれなければならない。	三，分，の，二，以，上，が，必，要，と，す，る，。	0.5293600559234619	1.506189323093867
131	第六十八条　　２　内閣総理大臣は、任意に国務	大臣を罷免することができる。	大，臣，を，任，命，で，き，る，も，の，と，し，、，ま，た，、，必，要，な，場，合，に，は，解，任，を，行，ふ，こ，と，が，で，き，る，。	0.4412016272544861	0.6894315196865248
132	第六十九条　　１　内閣は、衆議院で不信任の決議案を可決し、又は信任の決議案を否決したと	きは、十日以内に衆議院が解散されない限り、総辞職をしなければならない。	き，、，解，任，す，る，こ，と，が，で，き，る，。	0.5777699947357178	2.1300733682208985
133	第七十条　　１　内閣総理大臣が欠けたとき、又は衆議院議員総選挙の後に初めて国	会の召集があつたときは、内閣は、総辞職をしなければならない。	務，を，担，う，内，閣，を，発，足，さ，せ，る，と，き，は，、，天，皇，が，、，国，会，の，議，決，を，得，て，内，閣，総，理，大，臣，を，任，命，す，る，。	0.5058290958404541	0.7902402223323908
134	第七十一条　　１　前二条の場合には、内閣は、あらたに内閣総理	大臣が任命されるまで引き続きその職務を行ふ。	大，職，を，新，し，く，据，え，る，と，共，に，、，必，要，な，措，置，を，講，じ，る，。	0.47817134857177734	0.9668670750672484
135	第七十二条　　１　内閣総理大臣は、内閣を代表して議案を国会に提出し、一般国務及	び外交関係について国会に報告し、並びに行政各部を指揮監督する。	び，外，交，に，関，す，る，報，告，を，行，ふ，職，責，を，有，す，る，。	0.5475283265113831	1.4091499441909465
136	第七十三条　　１　内閣は、他の一般行政事	務の外、左の事務を行ふ。	務，を，統，括，し，、，こ，れ，を，適，切，に，行，う，こ，と，に，よ，り，、，国，民，の福，祉，を，図，る，こ，と，を，原，則，と，す，る，。	0.5343999266624451	0.7500030225304521
137	第七十四条　　１　法律及び政令には、すべて主任の国務大臣が署名	し、内閣総理大臣が連署することを必要とする。	し，な，け，れ，ば，な，ら，な，い，。	0.5952577590942383	2.4074859035470344
138	第七十五条　　１　国務大臣は、その在任中、内閣総理大	臣の同意がなければ、訴追されない。	臣，の指，示，を，受，け、，内，閣，の，全，体，を，代，表，し、，国，務，の，陳，述，及，び，決定，を，行，う，。	0.5209256410598755	0.9176243255076387
139	第七十五条　　１　但し、これがため、訴追	の権利は、害されない。	に，係，る，事，項，は，除，く，。	0.6221870183944702	2.719665272174911
140	第七十六条　　１　すべて司法権は、最高裁判所及び法律の定め	るところにより設置する下級裁判所に属する。	る，と，こ，ろ，に，よ，り，、，裁，判，所，に，帰，属，す，る，。	0.5078635215759277	1.6794256847485503
141	第七十六条　　２　特別裁判所は、これを設	置することができない。	け，る，、，構，成，す，る，基，準，及，び，組，織，な，ら，び，に，そ，の，裁判，を，執，行，す，る，権，限，を，定，め，る，。	0.4771742820739746	0.5749785925016119
142	第七十六条　　２　行政機関は、終審として裁	判を行ふことができない。	判，を，行，ふ，こ，と，を，認，め，ら，れ，て，い，る，権，限，内，に，お，い，て，、，行，政，上，の決，定，を，下，す，こ，と，が，で，き，る，。	0.4543885886669159	0.6897371974693177
143	第七十六条　　３　すべて裁判官は、その良心に従ひ独立してその職	権を行ひ、この憲法及び法律にのみ拘束される。	務，を，遂，行，す，る，。，任，期，制，、，賃，金，な，ら，び，に，待，遇，は，、，法，律，に，よ，り，定，め，ら，れ，る，。	0.5070599317550659	0.8131425235899727
144	第七十七条　　１　最高裁判所は、訴訟に関する手続、弁護士、裁判所の内部規律及び	司法事務処理に関する事項について、規則を定める権限を有する。	他，の，事，項，を，定，め，る，憲，法，規，則，を，制，定，す，る，権，限，を，有，す，る，。	0.5342180728912354	1.022951633574269
145	第七十七条　　２　検察官は、最高裁判所の定める	規則に従はなければならない。	規，則，に，従，っ，て，、，検，察，権，限，定，を，行，う，。	0.5351555347442627	1.5784309053930103
146	第七十七条　　３　最高裁判所は、下級裁判所に関する規則を定め	る権限を、下級裁判所に委任することができる。	て，、，そ，の，組，織，、，執，行，猶，予，そ，の，他，の，事，項，を，決，定，す，る，。	0.49456360936164856	1.1498052049318417
147	第七十八条　　１　裁判官は、裁判により、心身の故障のために職務を執ることができない	と決定された場合を除いては、公の弾劾によらなければ罷免されない。	場，合，は，、，国，家，の，裁，判，所，に，届，け，出，さ，れ，た，と，き，に，、，国，家，の，裁，判，所，は，、，そ，の，裁，判，官，を，停，職，ま，た，は，退，職，さ，せ，る，こ，と，が，で，き，る，。	0.5019941926002502	0.6344004541819995
148	第七十八条　　１　裁判官の懲戒処分は、行政機関	がこれを行ふことはできない。	が，定，め，る，と，こ，ろ，に，よ，り，、，最，高，裁，判，所，の，裁，定，を，経，な，ず，に，行，ふ，こ，と，は，で，き，な，い，。	0.4539250433444977	0.7634700187708608
149	第七十九条　　１　最高裁判所は、その長たる裁判官及び法律の定める員数のその他の裁判官で	これを構成し、その長たる裁判官以外の裁判官は、内閣でこれを任命する。	構，成，さ，れ，、，こ，れ，ら，の，裁，判，官，そ，の，他，の，員，数，は，国，会，の，議，決，に，よ，る，。	0.5144318342208862	0.9884133258387924
150	第七十九条　　２　最高裁判所の裁判官の任命は、その任命後初めて行はれる衆議院議員総選挙の際国民の審査に付し、	その後十年を経過した後初めて行はれる衆議院議員総選挙の際更に審査に付し、その後も同様とする。	こ，の，審，査，の結，果，を，受，け，、，国，会，が，、，国，民，の，代，表，と，し，て，、，決，定，す，る，。	0.5053086876869202	1.0155182501165065
151	第七十九条　　３　前項の場合において、投票者の多数が裁判官の罷	免を可とするときは、その裁判官は、罷免される。	免，を，求，め，る，場，合，に，おい，て，は、，国，会，が，、，そ，の罷，免，を，認，め，る，。	0.5457949638366699	2.045903267148538
152	第七十九条　　４　審査に関する事項は、	法律でこれを定める。	国，会，の，法，律，で，定，め，る，と，こ，ろ，に，よ，る，。	0.5046385526657104	1.4262733286728257
153	第七十九条　　５　最高裁判所の裁判官は、法律の定	める年齢に達した時に退官する。	め，る，と，こ，ろ，に，よ，り，、，国，会，の，議，決，に，基，づ，き，、，内，閣，の助，言，と，承，認，を，得，て，任，命，さ，れ，る，。	0.44276106357574463	0.7719066742464611
154	第七十九条　　６　最高裁判所の裁判官は、すべて	定期に相当額の報酬を受ける。	憲法，若，し，く，は，法，令，に，定，め，ら，れ，た，方，法，に，よ，り、，国，会，の，議，決，に，よ，り，任，命，さ，れ，る，。	0.45591264963150024	0.7446030455068398
155	第七十九条　　６　この報酬は、在任中、これ	を減額することができない。	を，受，け，る，こ，と，を，許，さ，れ，る，。	0.5090805292129517	1.958224832501124
156	第八十条　　１　下級裁判所の裁判官は、最高裁判所の指名し	た者の名簿によつて、内閣でこれを任命する。	た，者，に，限，り，、，国，会，の同，意，を，得，な，け，れ，ば，な，ら，な，い，。	0.553179144859314	1.4204962126567007
157	第八十条　　１　その裁判官は、任期を十年と	し、再任されることができる。	し，、，憲法，院，の，議，員，か，ら，任，命，さ，れ，る，。	0.5840632915496826	1.8196871111910016
158	第八十条　　１　但し、法律の定める年齢	に達した時には退官する。	以，上，で，あ，り，、，国，会，の，議，決，に，よ，る，と，こ，ろ，に，よ，り，、，召，集，が，行，う，こ，と，が，あ，る，。	0.4455537796020508	0.7567143835953722
159	第八十条　　２　下級裁判所の裁判官は、すべて	定期に相当額の報酬を受ける。	内，閣，が，任，命，す，る，。	0.5556505918502808	2.627961710408444
160	第八十条　　２　この報酬は、在任中、これ	を減額することができない。	を，受，け，る，こ，と，が，で，き，な，い，。	0.49686363339424133	2.1671320168371846
161	第八十一条　　１　最高裁判所は、一切の法律、命令、規則又は処分が憲法に適	合するかしないかを決定する権限を有する終審裁判所である。	わ，な，い，と，判，断，す，る，権，限，を，有，す，る，。	0.5295616984367371	1.5301683686839007
162	第八十二条　　１　裁判の対審及び判決は、	公開法廷でこれを行ふ。	日本国憲法，及，び，法，律，に，基，づ，く，も，の，で，あ，る，こ，と，を，確，認，す，る，。	0.5050629377365112	1.0700143107304574
163	第八十二条　　２　裁判所が、裁判官の全員一致で、公の秩序又は善良の風俗を害する虞が	あると決した場合には、対審は、公開しないでこれを行ふことができる。	あ，る，と，判，断，し，た，場，合，に，は，、，裁，判，所，は，、，そ，の，判，決，を，公，表，し，な，け，れ，ば，な，ら，な，い，。	0.5301167368888855	0.9600127241631387
164	第八十二条　　２　但し、政治犯罪、出版に関する犯罪又はこの憲法第三章で保障する国民の権	利が問題となつてゐる事件の対審は、常にこれを公開しなければならない。	利，に，関，す，る，罪，に，つ，い，て，は，、，刑，事，裁，判，所，に，よ，る，判，決，が，な，け，れ，ば，な，ら，な，い，。	0.5265082120895386	0.9669948745644635
165	第八十三条　　１　国の財政を処理する権限は、国会の議決に	基いて、これを行使しなければならない。	基，づ，き、，内，閣，に，属，す，る，。	0.5383471846580505	2.276859592073037
166	第八十四条　　１　あらたに租税を課し、又は現行の租税を変更するには	、法律又は法律の定める条件によることを必要とする。	、，国，会，の，議，決，が，必，要，で，あ，る，。	0.5892064571380615	1.9822566267103439
167	第八十五条　　１　国費を支出し、又は国が債務を負担するに	は、国会の議決に基くことを必要とする。	は、，こ，れ，を，事，前，に，国，会，の，承，認，を，得，な，け，れ，ば，な，ら，な，い，。	0.5483555793762207	2.091907353029706
168	第八十六条　　１　内閣は、毎会計年度の予算を作成し、国会に提出	して、その審議を受け議決を経なければならない。	す，る，と，と，も，に、，収，支，計，算，書，及，び、，財，政，報，告，を，国，会，に，提，出，す，る，。	0.536482036113739	0.9037128794596342
169	第八十七条　　１　予見し難い予算の不足に充てるため、国会の議決に基いて	予備費を設け、内閣の責任でこれを支出することができる。	、，天，皇，は，臨，時，の措，置，を，講，じ，て，、，公，庫，か，ら，そ，の，差，し，引，き，を，な，す，こ，と，が，で，き，る，。	0.48643141984939575	0.8917334597397072
170	第八十七条　　２　すべて予備費の支出については、内閣は、	事後に国会の承諾を得なければならない。	国，会，の，事，前，の承，認，を，得，な，け，れ，ば，な，ら，な，い，。	0.5141283273696899	1.533227700920213
171	第八十八条　　１　すべて皇室財産	は、国に属する。	を，定，め，る，法，律，を，も，っ，て，、，こ，れ，を，管，理，し，、，政，府，が，、，そ，の運，用，に，関，す，る，決定，を，行，は，な，う，。	0.5119833946228027	0.7093090652851949
172	第八十八条　　１　すべて皇室の費用は、予算に計上し	て国会の議決を経なければならない。	て，、，国，会，の，承，認，を，経，て，、，国，の，財，政，の効，率，的，な，運，用，に，よ，り，行，な，ひ，な，さ，れ，る，。	0.49941399693489075	0.8460324006355521
173	第八十九条　　１　公金その他の公の財産は、宗教上の組織若しくは団体の使用、便益若しくは維持のため、又は公の支配	に属しない慈善、教育若しくは博愛の事業に対し、これを支出し、又はその利用に供してはならない。	の機，会，と，し，て，、，国，の，事，前，に，内，閣，の，認，可，を，得，て，公，用，と，す，る，こ，と，が，で，き，る，。	0.5798976421356201	0.9507105644202
174	第九十条　　１　国の収入支出の決算は、すべて毎年会計検査院がこれを検査し、内閣は、次	の年度に、その検査報告とともに、これを国会に提出しなければならない。	の，年，度，の，予，算，を，組，み，立，て，る，際，に，、，そ，の検，査，証，明，書，を，確，認，す，る，。	0.5177812576293945	1.0072487110349273
175	第九十条　　２　会計検査院の組織及び権限	は、法律でこれを定める。	を，定，め，る，と，こ，ろ，は、，国，会，の，議，決，に，よ，る，。	0.6094303727149963	2.5889065173943995
176	第九十一条　　１　内閣は、国会及び国民に対し、定期に、少くとも毎年	一回、国の財政状況について報告しなければならない。	一，度，は，、，政，府，の理，念，及，び，行，為，を，報，告，し，な，け，れ，ば，な，ら，な，い，。	0.5115411281585693	1.141212511111281
177	第九十二条　　１　地方公共団体の組織及び運営に関する事項は、	地方自治の本旨に基いて、法律でこれを定める。	こ，れ，を，定，め，る，地，方，公，共，団，体，法，等，を，も，っ，て，規，定，す，る，。	0.5076130628585815	1.0700143107304574
178	第九十三条　　１　地方公共団体には、法律の定めるところに	より、その議事機関として議会を設置する。	よ，り，、，地，方，自，治，の機，能，を，有，す，る，権，能，を，付，与，す，る，。	0.5494012832641602	1.1493330194206166
179	第九十三条　　２　地方公共団体の長、その議会の議員及び法律の定めるその他	の吏員は、その地方公共団体の住民が、直接これを選挙する。	地，方，公，共，団，体，の，職，員，は、，こ，れ，ら，の地方，公，共，団，体，の法，令，に，よ，り，支，配，さ，れ，る，。	0.5375077724456787	1.5910681716616264
180	第九十四条　　１　地方公共団体は、その財産を管理し、事務を処理し、及び行政を執	行する権能を有し、法律の範囲内で条例を制定することができる。	行，す，る，権，限，を，有，し，、，こ，れ，を，依，法，に，よ，り，行，う，。	0.52942955493927	1.4104555382959003
181	第九十五条　　１　一の地方公共団体のみに適用される特別法は、法律の定めるところにより、その地方公共団体の	住民の投票においてその過半数の同意を得なければ、国会は、これを制定することができない。	事，務，上，の，必，要，に，応，じ，て，、，国，会，の，議，決，を，得，る，こ，と，な，く，改，正，す，る，こ，と，が，で，き，る，。	0.49984970688819885	0.935055989950852
182	第九十六条　　１　この憲法の改正は、各議院の総議員の三分の二以上の賛成で、国会	が、これを発議し、国民に提案してその承認を経なければならない。	の，議決，に，よ，る，と，こ，ろ，に，限，り，、，行，な，わ，れ，る，。	0.5706081986427307	1.389736936231864
183	第九十六条　　１　この承認には、特別の国民投票又は国会の定める選挙の際	行はれる投票において、その過半数の賛成を必要とする。	に，行，為，す，る，こ，と，を，条，件，と，し，て，、，こ，れ，を，行，ふ，。	0.5095049738883972	1.476232328930697
184	第九十六条　　２　憲法改正について前項の承認を経たときは、天皇は、国民の名	で、この憲法と一体を成すものとして、直ちにこれを公布する。	に，て，、，こ，れ，を，公，布，す，る，。	0.5892902612686157	2.568331954752977
185	第九十七条　　１　この憲法が日本国民に保障する基本的人権は、人類の多年にわたる自由獲得の努力の成果であつて、これらの権利は	、過去幾多の試錬に堪へ、現在及び将来の国民に対し、侵すことのできない永久の権利として信託されたものである。	社，会，的，文，化，的，水，準，に，十，分，な，考，慮，を，し，た，上，で，、，政，府，の努，力，に，よ，り，保，護，さ，れ，る，こ，と，を，原，則，と，す，る，。	0.5216831564903259	0.7999248534436607
186	第九十八条　　１　この憲法は、国の最高法規であつて、その条規に反する法律、命令、詔勅	及び国務に関するその他の行為の全部又は一部は、その効力を有しない。	及，び，地，方，典，範，は，、，こ，れ，に，抵，触，し，な，い，。	0.5448915958404541	1.5883027492953543
187	第九十八条　　２　日本国が締結した条約及び確立された国際法規	は、これを誠実に遵守することを必要とする。	は、日本国内の法律として及ぶものとする。	0.7142453789710999	13.292417883329383
188	第九十九条　　１　天皇又は摂政及び国務大臣、国会議員、裁判官その他	の公務員は、この憲法を尊重し擁護する義務を負ふ。	公，職，員，は、定める法律の定めるところにより、追試を受けることができる。	0.6871591806411743	4.334264033674369
189	第百条　　１　この憲法は、公布の日から起算して六箇	月を経過した日から、これを施行する。	月，以，内，に，、，国，民，の，投，票，に，よ，り，、，国，会，の，議，決，を，経，て，、，公，布，の，改，正，を，行，う，。	0.5051895380020142	0.8597935375255782
190	第百条　　２　この憲法を施行するために必要な法律の制定、参議院議員の選挙及び国会召集の手続並びにこ	の憲法を施行するために必要な準備手続は、前項の期日よりも前に、これを行ふことができる。	に，関，す，る，そ，の，他，の，事，項，を，実，施，す，る，こ，と，を，認，め，る，。	0.5421990156173706	1.3338359564519315
191	第百一条　　１　この憲法施行の際、参議院がまだ成立してゐないときは、そ	の成立するまでの間、衆議院は、国会としての権限を行ふ。	の機能の，代，行，を，有，す，る，国，会，の特，別，委員会，を，設，置，し，、，こ，れ，を，主，席，と，す，る，。	0.5384654998779297	1.1116513189759736
192	第百二条　　１　この憲法による第一期の参議院議員のうち、	その半数の者の任期は、これを三年とする。	三，分，の，一，を，定，め，る，参，議，院，選，挙，の結，果，を，検，察，す，る，。	0.5076055526733398	1.3058944351862714
193	第百二条　　１　その議員は、法律の定めると	ころにより、これを定める。	こ，ろ，に，よ，り，、，国，会，議，員，と，な，る，。	0.5150613784790039	1.826472886268134
194	第百三条　　１　この憲法施行の際現に在職する国務大臣、衆議院議員及び裁判官並びにその他の公務員で、その地位に相応する地位がこの憲	法で認められてゐる者は、法律で特別の定をした場合を除いては、この憲法施行のため、当然にはその地位を失ふことはない。	法，に，規，定，さ，れ，て，い，な，い，者，は，、，憲，法，施，行，前，の地，位，に，戻，る，。	0.554250955581665	1.3173108644887281
195	第百三条　　１　但し、この憲法によつて、後任者が選挙又	は任命されたときは、当然その地位を失ふ。	は，召，集，を，す，る，事，を，認，め，る，場，合，を，除，き，、，天，皇，の，即，位，及，び，嗣，位，の，世，襲，は，、，禁，じ，ら，れ，る，。	0.5256962776184082	0.7739980789605583
